sample,I_in,Q_in,I_out,Q_out,phase_err,u,nco_sin,nco_cos
2137,6031,-15233,5513,-6059,-35763010,-21295354,11417,30714
2138,6507,-15036,5480,-6089,-39859140,-21298379,10469,31050
2139,6976,-14824,5484,-6085,-39291783,-21243933,9512,31356
2140,7438,-14598,5489,-6081,-38720288,-21246688,8545,31633
2141,7893,-14357,5493,-6077,-38194660,-21249555,7571,31880
2142,8340,-14102,5498,-6073,-37617570,-21251916,6590,32098
2143,8779,-13833,5502,-6069,-37055896,-21254969,5602,32285
2144,9209,-13550,5507,-6065,-36495966,-21257894,4609,32441
2145,9630,-13255,5511,-6060,-35930150,-21260857,3612,32567
2146,10042,-12946,5516,-6057,-35394755,-21263953,2611,32663
2147,10443,-12624,5520,-6053,-34831684,-21266733,1608,32728
2148,10835,-12289,5524,-6049,-34288032,-21269912,603,32761
2149,11215,-11943,5529,-6044,-33690722,-21272911,-201,32766
2150,11585,-11585,5570,-6006,-28508406,-21276632,-1206,32745
2151,11943,-11215,5575,-6002,-27943020,-21337085,-2410,32678
2152,12289,-10835,5542,-6032,-32021196,-21341028,-3412,32589
2153,12624,-10443,5546,-6028,-31514682,-21287639,-4410,32469
2154,12946,-10042,5551,-6024,-30910581,-21290480,-5404,32318
2155,13255,-9630,5556,-6020,-30375680,-21294581,-6393,32137
2156,13550,-9209,5560,-6016,-29807180,-21297891,-7375,31926
2157,13833,-8779,5564,-6012,-29256859,-21301673,-8351,31685
2158,14102,-8340,5569,-6008,-28696822,-21305292,-9319,31414
2159,14357,-7893,5573,-6003,-28129530,-21309089,-10278,31113
2160,14598,-7438,5578,-5999,-27571068,-21313036,-11228,30783
2161,14824,-6976,5582,-5995,-27013928,-21316934,-12167,30424
2162,15036,-6507,5586,-5991,-26473048,-21320876,-13094,30037
2163,15233,-6031,5591,-5987,-25898469,-21324676,-14010,29621
2164,15415,-5550,5595,-5983,-25336198,-21328950,-15090,29085
2165,15582,-5063,5563,-6013,-29438325,-21333134,-15976,28609
2166,15733,-4571,5567,-6009,-28886449,-21279728,-16846,28105
2167,15869,-4074,5572,-6005,-28333174,-21283405,-17700,27575
2168,15989,-3574,5576,-6001,-27743975,-21287158,-18537,27019
2169,16093,-3070,5580,-5997,-27198446,-21291414,-19357,26438
2170,16182,-2563,5585,-5992,-26636117,-21295194,-20159,25832
2171,16254,-2053,5589,-5988,-26074447,-21299240,-20942,25201
2172,16311,-1542,5594,-5984,-25505793,-21303337,-21705,24547
2173,16351,-1029,5598,-5980,-24964722,-21307581,-22448,23870
2174,16375,-515,5603,-5976,-24410100,-21311545,-23170,23170
2175,16384,0,5607,-5972,-23865100,-21315734,-23870,22448
2176,16375,515,5612,-5968,-23298048,-21319863,-24680,21554
2177,16351,1029,5579,-5998,-27377740,-21324323,-25329,20787
2178,16311,1542,5583,-5994,-26812878,-21271412,-25955,20000
2179,16254,2053,5588,-5990,-26269395,-21275470,-26556,19195
2180,16182,2563,5592,-5986,-25718891,-21279324,-27133,18371
2181,16093,3070,5597,-5982,-25159932,-21283323,-27683,17530
2182,15989,3574,5601,-5977,-24588319,-21287485,-28208,16673
2183,15869,4074,5606,-5973,-24028421,-21291863,-28706,15800
2184,15733,4571,5610,-5969,-23487870,-21296157,-29177,14912
2185,15582,5063,5614,-5965,-22900426,-21300272,-29621,14010
2186,15415,5550,5619,-5961,-22346849,-21305024,-30037,13094
2187,15233,6031,5623,-5957,-21799295,-21309420,-30424,12167
2188,15036,6507,5627,-5952,-21242560,-21313801,-30783,11228
2189,14824,6976,5632,-5948,-20663403,-21318354,-31176,10087
2190,14598,7438,5600,-5979,-24772648,-21323244,-31470,9126
2191,14357,7893,5604,-5975,-24224664,-21270249,-31736,8157
2192,14102,8340,5609,-5971,-23648254,-21274376,-31971,7179
2193,13833,8779,5613,-5966,-23105784,-21278913,-32176,6195
2194,13550,9209,5617,-5962,-22536164,-21283092,-32351,5205
2195,13255,9630,5622,-5958,-21975096,-21287665,-32495,4210
2196,12946,10042,5626,-5954,-21448525,-21292193,-32609,3212
2197,12624,10443,5631,-5950,-20859080,-21296355,-32692,2210
2198,12289,10835,5635,-5946,-20323182,-21301350,-32745,1206
2199,11943,11215,5639,-5941,-19723686,-21305746,-32766,201
2200,11585,11585,5643,-5937,-19198890,-21310985,-32752,-1005
2201,11215,11943,5612,-5968,-23285850,-21315365,-32705,-2009
2202,10835,12289,5616,-5963,-22715182,-21262802,-32609,-3212
2203,10443,12624,5583,-5994,-26860802,-21267369,-32495,-4210
2204,10042,12946,5588,-5989,-26240475,-21213705,-32351,-5205
2205,9630,13255,5593,-5986,-25705236,-21218503,-32176,-6195
2206,9209,13550,5597,-5981,-25134575,-21222316,-31971,-7179
2207,8779,13833,5601,-5977,-24600750,-21226624,-31736,-8157
2208,8340,14102,5605,-5973,-24052340,-21230538,-31470,-9126
2209,7893,14357,5610,-5969,-23475552,-21234689,-31176,-10087
2210,7438,14598,5614,-5965,-22914086,-21239249,-30852,-11039
2211,6976,14824,5619,-5961,-22355084,-21243682,-30498,-11980
2212,6507,15036,5623,-5957,-21815696,-21248144,-30117,-12910
2213,6031,15233,5627,-5953,-21252237,-21252423,-29706,-13828
2214,5550,15415,5632,-5948,-20683980,-21257057,-29268,-14732
2215,5063,15582,5636,-5944,-20127560,-21261811,-28803,-15623
2216,4571,15733,5641,-5940,-19558078,-21266479,-28310,-16499
2217,4074,15869,5645,-5936,-18999476,-21271368,-27683,-17530
2218,3574,15989,5613,-5966,-23079805,-21276184,-27133,-18371
2219,3070,16093,5617,-5962,-22535678,-21223724,-26556,-19195
2220,2563,16182,5621,-5958,-21994997,-21227985,-25955,-20000
2221,2053,16254,5626,-5954,-21418855,-21232261,-25329,-20787
2222,1542,16311,5630,-5949,-20850480,-21237033,-24680,-21554
2223,1029,16351,5635,-5946,-20304642,-21241771,-24007,-22301
2224,515,16375,5639,-5941,-19756126,-21246291,-23311,-23027
2225,0,16384,5643,-5937,-19213570,-21250902,-22594,-23731
2226,-515,16375,5648,-5933,-18628608,-21255498,-21856,-24413
2227,-1029,16351,5652,-5929,-18042340,-21260676,-21096,-25072
2228,-1542,16311,5657,-5925,-17504704,-21265933,-20317,-25708
2229,-2053,16254,5661,-5921,-16962051,-21270651,-19519,-26319
2230,-2563,16182,5665,-5917,-16421786,-21275489,-18703,-26905
2231,-3070,16093,5670,-5912,-15831460,-21280355,-17869,-27466
2232,-3574,15989,5674,-5908,-15266071,-21285898,-16846,-28105
2233,-4074,15869,5642,-5939,-19365277,-21291196,-15976,-28609
2234,-4571,15733,5646,-5935,-18833787,-21238901,-15090,-29085
2235,-5063,15582,5651,-5930,-18259410,-21243402,-14191,-29534
2236,-5550,15415,5655,-5926,-17694951,-21248490,-13279,-29956
2237,-6031,15233,5660,-5922,-17121705,-21253517,-12353,-30349
2238,-6507,15036,5664,-5918,-16597306,-21258713,-11417,-30714
2239,-6976,14824,5668,-5914,-16003275,-21263366,-10469,-31050
2240,-7438,14598,5673,-5910,-15456200,-21268936,-9512,-31356
2241,-7893,14357,5677,-5905,-14902528,-21273989,-8545,-31633
2242,-8340,14102,5681,-5901,-14349462,-21279182,-7571,-31880
2243,-8779,13833,5686,-5897,-13784178,-21284426,-6590,-32098
2244,-9209,13550,5690,-5893,-13210212,-21289881,-5602,-32285
2245,-9630,13255,5694,-5888,-12653267,-21295503,-4609,-32441
2246,-10042,12946,5699,-5885,-12121660,-21300976,-3412,-32589
2247,-10443,12624,5667,-5915,-16203400,-21306195,-2410,-32678
2248,-10835,12289,5671,-5911,-15679248,-21254452,-1407,-32737
2249,-11215,11943,5676,-5907,-15064130,-21259200,-402,-32765
2250,-11585,11585,5680,-5903,-14543404,-21265128,402,-32765
2251,-11943,11215,5720,-5864,-9314340,-21269955,1407,-32737
2252,-12289,10835,5725,-5859,-8750770,-21333031,2410,-32678
2253,-12624,10443,5729,-5855,-8215028,-21339002,3412,-32589
2254,-12946,10042,5733,-5851,-7627995,-21344689,4410,-32469
2255,-13255,9630,5738,-5847,-7087104,-21351068,5404,-32318
2256,-13550,9209,5742,-5842,-6517790,-21356939,6393,-32137
2257,-13833,8779,5746,-5838,-5991570,-21363219,7375,-31926
2258,-14102,8340,5750,-5834,-5409496,-21369027,8351,-31685
2259,-14357,7893,5755,-5830,-4844172,-21375582,9512,-31356
2260,-14598,7438,5723,-5861,-8956816,-21381992,10469,-31050
2261,-14824,6976,5728,-5856,-8376884,-21330644,11417,-30714
2262,-15036,6507,5732,-5852,-7847128,-21336856,12353,-30349
2263,-15233,6031,5736,-5848,-7274058,-21342509,13279,-29956
2264,-15415,5550,5740,-5844,-6709544,-21348754,14191,-29534
2265,-15582,5063,5745,-5840,-6161405,-21354955,15090,-29085
2266,-15733,4571,5749,-5835,-5587935,-21361014,15976,-28609
2267,-15869,4074,5753,-5831,-5043046,-21367444,16846,-28105
2268,-15989,3574,5758,-5827,-4461303,-21373582,17700,-27575
2269,-16093,3070,5762,-5823,-3921475,-21380234,18537,-27019
2270,-16182,2563,5766,-5818,-3356094,-21386430,19519,-26319
2271,-16254,2053,5735,-5849,-7445194,-21393000,20317,-25708
2272,-16311,1542,5739,-5845,-6864011,-21342102,21096,-25072
2273,-16351,1029,5743,-5841,-6338520,-21348490,21856,-24413
2274,-16375,515,5747,-5837,-5801294,-21354252,22594,-23731
2275,-16384,0,5751,-5832,-5239000,-21360215,23311,-23027
2276,-16375,-515,5756,-5828,-4653056,-21366546,24007,-22301
2277,-16351,-1029,5760,-5824,-4087130,-21373229,24680,-21554
2278,-16311,-1542,5765,-5820,-3538440,-21379727,25329,-20787
2279,-16254,-2053,5769,-5815,-2973690,-21386073,25955,-20000
2280,-16182,-2563,5773,-5811,-2446955,-21392676,26674,-19032
2281,-16093,-3070,5742,-5842,-6518366,-21398869,27245,-18204
2282,-15989,-3574,5746,-5838,-5968383,-21348287,27790,-17360
2283,-15869,-4074,5750,-5834,-5399170,-21354389,28310,-16499
2284,-15733,-4571,5754,-5830,-4876893,-21360787,28803,-15623
2285,-15582,-5063,5759,-5825,-4289694,-21366666,29268,-14732
2286,-15415,-5550,5763,-5821,-3727952,-21373403,29706,-13828
2287,-15233,-6031,5768,-5817,-3145670,-21379888,30117,-12910
